Transaction_ID,Transaction_DateTime,Product_ID,Product_Name,Category,Brand,Model,Product_Type,Quantity,Total_Amount,Unit_Price,Customer_ID,Customer_Age,Customer_Gender,Order_Type,Delivery_Time_Min,Payment_Method,Customer_Rating,Supplier_ID,Discount_Applied,Staff_ID,Transaction_Status,Inventory_Level
T02052,18/1/2023 23:07,P2913,Huawei 13 Camera Replacement,Camera,Huawei,Huawei 13,Repair,1,250,250,C401,39,Male,Walk-In,94,Credit Card,4,S003,0,ST010,Completed,62
T02053,16/4/2023 23:01,P9732,Vivo 16 Screen Replacement,Screen,Vivo,Vivo 16,Repair,1,139,139,C281,50,Female,Walk-In,87,QR Pay,4.5,S003,0,ST003,Refunded,88
T02054,13/9/2025 6:10,P7961,Huawei 19 Battery Replacement,Battery,Huawei,Huawei 19,Repair,1,142,142,C305,59,Male,Walk-In,85,QR Pay,4.4,S004,0,ST009,Completed,57
T02055,4/8/2024 7:35,P9273,Vivo 13 Charging Port Replacement,Charging Port,Vivo,Vivo 13,Repair,1,357,357,C863,45,Male,Lazada,126,QR Pay,3.1,S004,0,ST003,Completed,61
T02056,5/9/2023 4:18,P2763,Huawei Case,Case,Huawei,Huawei 12,Accessory,3,55.2,20,C590,57,Male,Lazada,0,Cash,3,S001,4.8,ST009,Completed,76
T02057,7/7/2023 8:14,P8503,Huawei Case,Case,Huawei,Huawei 24,Accessory,1,95.76,102,C893,41,Male,Shopee,0,QR Pay,4.3,S001,6.24,ST009,Refunded,1
T02058,8/8/2025 10:35,P9086,Vivo Power Bank,Power Bank,Vivo,Vivo 13,Accessory,3,337.33,114,C900,52,Female,Shopee,30,Online Banking,3,S003,4.67,ST002,Completed,12
T02059,20/10/2023 0:33,P6561,Realme 22 Speaker Replacement,Speaker,Realme,Realme 22,Repair,1,278,278,C108,22,Female,Shopee,143,QR Pay,3.9,S001,0,ST006,Completed,44
T02060,15/3/2023 4:00,P9872,Oppo 19 Battery Replacement,Battery,Oppo,Oppo 19,Repair,1,242,242,C415,48,Male,Walk-In,46,Cash,5,S004,0,ST010,Completed,70
T02061,11/7/2023 7:34,P8900,Huawei Power Bank,Power Bank,Huawei,Huawei 15,Accessory,1,95.86,105,C849,32,Male,Walk-In,0,Credit Card,3.8,S004,9.14,ST007,Completed,26
T02062,16/6/2023 5:10,P3607,Samsung Power Bank,Power Bank,Samsung,Samsung 13,Accessory,2,172.74,89,C145,57,Male,Lazada,0,Online Banking,3.3,S002,5.26,ST002,Completed,12
T02063,5/7/2023 4:27,P8963,Realme 22 Battery Replacement,Battery,Realme,Realme 22,Repair,1,157,157,C177,46,Male,Walk-In,165,Cash,4.2,S004,0,ST008,Completed,73
T02064,24/2/2023 0:02,P7090,Huawei Headphones,Headphones,Huawei,Huawei 17,Accessory,2,221.12,115,C202,42,Male,Shopee,60,QR Pay,4.7,S003,8.88,ST007,Refunded,63
T02065,2/9/2025 7:11,P2231,Realme Case,Case,Realme,Realme 21,Accessory,3,170.36,58,C976,54,Female,Walk-In,0,QR Pay,3.7,S003,3.64,ST004,Completed,1
T02066,24/1/2024 8:26,P8145,Apple 12 Speaker Replacement,Speaker,Apple,Apple 12,Repair,1,351,351,C904,47,Female,Shopee,127,Online Banking,4.5,S001,0,ST006,Completed,57
T02067,9/4/2023 7:45,P4122,Xiaomi 23 Speaker Replacement,Speaker,Xiaomi,Xiaomi 23,Repair,1,370,370,C621,38,Male,Walk-In,98,QR Pay,3.7,S004,0,ST009,Completed,89
T02068,13/6/2024 9:52,P2374,Oppo 20 Charging Port Replacement,Charging Port,Oppo,Oppo 20,Repair,1,273,273,C890,47,Female,Walk-In,55,Online Banking,3.6,S004,0,ST010,Completed,69
T02069,26/12/2024 23:00,P6572,Huawei Headphones,Headphones,Huawei,Huawei 20,Accessory,2,51.45,27,C755,41,Female,Shopee,60,Credit Card,3.9,S004,2.55,ST010,Completed,45
T02070,5/1/2023 22:08,P8835,Oppo Screen Protector,Screen Protector,Oppo,Oppo 25,Accessory,1,111.17,118,C204,35,Male,Shopee,0,Cash,3.9,S001,6.83,ST004,Completed,71
T02071,30/10/2023 6:36,P8075,Samsung Charger,Charger,Samsung,Samsung 19,Accessory,2,53.57,28,C440,18,Female,Walk-In,30,Online Banking,4.1,S002,2.43,ST007,Cancelled,42
T02072,9/7/2025 5:32,P6865,Apple 16 Camera Replacement,Camera,Apple,Apple 16,Repair,1,392,392,C591,45,Male,Lazada,37,QR Pay,3.4,S004,0,ST001,Completed,69
T02073,16/11/2023 2:31,P4187,Vivo 25 Camera Replacement,Camera,Vivo,Vivo 25,Repair,1,375,375,C977,29,Male,Lazada,76,Cash,4.9,S004,0,ST005,Completed,92
T02074,4/10/2025 2:47,P2181,Samsung 21 Motherboard Replacement,Motherboard,Samsung,Samsung 21,Repair,1,339,339,C606,55,Female,Shopee,120,QR Pay,3.2,S004,0,ST008,Completed,94
T02075,16/10/2023 9:52,P1817,Apple Charger,Charger,Apple,Apple 10,Accessory,1,153.99,158,C660,21,Female,Lazada,60,Credit Card,4.4,S004,4.01,ST002,Completed,45
T02076,6/7/2023 9:22,P6853,Xiaomi Cable,Cable,Xiaomi,Xiaomi 22,Accessory,3,589.79,199,C413,53,Male,Lazada,60,Online Banking,4.5,S003,7.21,ST008,Completed,6
T02077,26/7/2024 2:39,P8855,Apple Cable,Cable,Apple,Apple 12,Accessory,1,185.72,190,C669,49,Female,Lazada,0,Credit Card,4,S004,4.28,ST007,Completed,8
T02078,23/5/2024 9:14,P9861,Realme Charger,Charger,Realme,Realme 13,Accessory,3,67.52,24,C334,36,Male,Lazada,30,QR Pay,3.6,S003,4.48,ST003,Completed,32
T02079,25/4/2023 6:45,P5676,Xiaomi 13 Battery Replacement,Battery,Xiaomi,Xiaomi 13,Repair,1,194,194,C249,50,Male,Lazada,79,Cash,3.9,S001,0,ST009,Completed,54
T02080,18/1/2025 10:48,P7434,Oppo 13 Battery Replacement,Battery,Oppo,Oppo 13,Repair,1,268,268,C574,59,Female,Shopee,165,QR Pay,3.6,S004,0,ST003,Completed,27
T02081,7/7/2023 8:29,P1094,Vivo Charger,Charger,Vivo,Vivo 14,Accessory,3,54.05,20,C558,21,Female,Shopee,60,QR Pay,4.8,S001,5.95,ST005,Completed,96
T02082,27/3/2023 0:41,P4709,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 18,Accessory,3,484.92,163,C863,52,Male,Shopee,60,QR Pay,4.5,S001,4.08,ST008,Completed,80
T02083,10/9/2024 1:40,P3699,Oppo Charger,Charger,Oppo,Oppo 22,Accessory,3,369.12,126,C200,46,Female,Lazada,30,QR Pay,4.4,S002,8.88,ST004,Completed,69
T02084,19/4/2024 0:54,P1484,Samsung Cable,Cable,Samsung,Samsung 13,Accessory,2,190.17,98,C369,18,Male,Shopee,30,Credit Card,4.2,S002,5.83,ST004,Refunded,94
T02085,7/3/2025 2:22,P1711,Oppo Screen Protector,Screen Protector,Oppo,Oppo 15,Accessory,2,390,200,C212,29,Male,Walk-In,30,QR Pay,3.7,S002,10,ST001,Completed,94
T02086,28/11/2022 9:33,P1898,Xiaomi 17 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 17,Repair,1,112,112,C113,23,Female,Walk-In,171,Credit Card,3.2,S001,0,ST002,Completed,77
T02087,15/2/2024 1:13,P2771,Xiaomi Case,Case,Xiaomi,Xiaomi 10,Accessory,3,205.26,69,C688,48,Female,Walk-In,60,QR Pay,4,S001,1.74,ST007,Completed,69
T02088,6/10/2025 8:32,P4649,Huawei 21 Charging Port Replacement,Charging Port,Huawei,Huawei 21,Repair,1,147,147,C441,40,Female,Shopee,160,Credit Card,4.2,S003,0,ST004,Completed,64
T02089,7/7/2025 1:46,P1594,Apple 12 Charging Port Replacement,Charging Port,Apple,Apple 12,Repair,1,112,112,C136,39,Female,Walk-In,59,Online Banking,4,S001,0,ST001,Completed,54
T02090,25/9/2023 9:49,P8850,Oppo 11 Charging Port Replacement,Charging Port,Oppo,Oppo 11,Repair,1,125,125,C621,44,Female,Lazada,108,Cash,4.2,S001,0,ST008,Completed,3
T02091,17/3/2024 10:09,P8763,Vivo Charger,Charger,Vivo,Vivo 19,Accessory,1,175.79,176,C230,37,Female,Walk-In,0,Cash,3.5,S004,0.21,ST002,Completed,55
T02092,28/11/2023 6:23,P5601,Vivo 14 Battery Replacement,Battery,Vivo,Vivo 14,Repair,1,273,273,C703,35,Female,Lazada,176,QR Pay,3.2,S003,0,ST006,Completed,40
T02093,31/5/2024 2:53,P3745,Apple Case,Case,Apple,Apple 16,Accessory,2,327.37,166,C308,60,Male,Walk-In,30,Cash,4.7,S001,4.63,ST010,Completed,8
T02094,26/5/2024 7:44,P9205,Huawei Charger,Charger,Huawei,Huawei 12,Accessory,2,253.92,127,C942,27,Male,Lazada,0,Online Banking,3.7,S002,0.08,ST009,Completed,27
T02095,29/4/2025 7:39,P7403,Xiaomi Screen Protector,Screen Protector,Xiaomi,Xiaomi 17,Accessory,1,48.68,49,C973,45,Male,Shopee,60,Online Banking,3.4,S004,0.32,ST003,Completed,81
T02096,2/2/2024 8:42,P6761,Vivo 23 Camera Replacement,Camera,Vivo,Vivo 23,Repair,1,134,134,C657,34,Male,Walk-In,56,Credit Card,3.6,S001,0,ST008,Completed,22
T02097,25/11/2024 23:56,P1819,Realme Charger,Charger,Realme,Realme 21,Accessory,3,271.1,93,C792,25,Female,Walk-In,30,Online Banking,3.6,S004,7.9,ST001,Completed,56
T02098,19/8/2023 3:07,P1292,Huawei Power Bank,Power Bank,Huawei,Huawei 12,Accessory,1,171.4,177,C715,19,Male,Walk-In,0,Online Banking,3.5,S003,5.6,ST004,Completed,20
T02099,28/1/2024 23:01,P7875,Huawei 14 Screen Replacement,Screen,Huawei,Huawei 14,Repair,1,82,82,C843,52,Male,Shopee,139,QR Pay,3.1,S001,0,ST007,Completed,51
T02100,9/5/2024 23:30,P9208,Realme 15 Speaker Replacement,Speaker,Realme,Realme 15,Repair,1,178,178,C146,40,Female,Lazada,179,QR Pay,4.4,S001,0,ST004,Refunded,11
T02101,4/2/2025 10:27,P3459,Samsung 18 Screen Replacement,Screen,Samsung,Samsung 18,Repair,1,255,255,C535,44,Male,Walk-In,105,QR Pay,3.6,S004,0,ST008,Completed,87
T02102,22/11/2022 2:37,P2976,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 13,Accessory,3,533.18,180,C616,32,Female,Walk-In,60,Online Banking,3.3,S002,6.82,ST004,Completed,49
T02103,26/1/2025 7:32,P3552,Oppo 11 Battery Replacement,Battery,Oppo,Oppo 11,Repair,1,245,245,C710,36,Female,Lazada,172,Credit Card,4.1,S003,0,ST001,Completed,78
T02104,13/9/2025 2:42,P6276,Apple Screen Protector,Screen Protector,Apple,Apple 10,Accessory,2,145.67,77,C882,35,Female,Walk-In,60,Online Banking,3.2,S001,8.33,ST007,Completed,42
T02105,17/9/2023 1:05,P9642,Xiaomi 25 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 25,Repair,1,369,369,C255,45,Male,Shopee,115,Cash,3.4,S001,0,ST007,Completed,98
T02106,4/5/2024 10:21,P6178,Vivo Power Bank,Power Bank,Vivo,Vivo 15,Accessory,1,22.98,27,C728,57,Female,Shopee,60,Cash,4,S002,4.02,ST005,Completed,1
T02107,29/7/2024 9:02,P5037,Xiaomi 10 Speaker Replacement,Speaker,Xiaomi,Xiaomi 10,Repair,1,348,348,C782,24,Female,Shopee,58,QR Pay,3.7,S004,0,ST003,Completed,54
T02108,9/7/2025 5:34,P2099,Xiaomi 10 Camera Replacement,Camera,Xiaomi,Xiaomi 10,Repair,1,259,259,C363,37,Male,Walk-In,129,Online Banking,4.2,S004,0,ST006,Completed,22
T02109,27/1/2023 2:11,P3800,Apple Screen Protector,Screen Protector,Apple,Apple 20,Accessory,2,174.26,88,C389,30,Female,Lazada,60,QR Pay,3.6,S001,1.74,ST001,Completed,44
T02110,3/2/2025 10:33,P4467,Samsung 22 Battery Replacement,Battery,Samsung,Samsung 22,Repair,1,378,378,C359,50,Male,Shopee,130,Cash,3.2,S001,0,ST008,Completed,30
T02111,13/5/2024 22:56,P8129,Huawei 15 Battery Replacement,Battery,Huawei,Huawei 15,Repair,1,366,366,C765,53,Female,Lazada,63,Credit Card,5,S003,0,ST002,Completed,42
T02112,24/2/2025 10:14,P6487,Huawei 16 Speaker Replacement,Speaker,Huawei,Huawei 16,Repair,1,369,369,C372,19,Male,Shopee,66,Online Banking,3.8,S004,0,ST010,Completed,46
T02113,27/9/2025 9:29,P2310,Oppo Headphones,Headphones,Oppo,Oppo 10,Accessory,1,85.39,91,C712,23,Female,Shopee,0,Credit Card,3.7,S002,5.61,ST006,Completed,27
T02114,5/12/2022 6:13,P6514,Oppo Cable,Cable,Oppo,Oppo 10,Accessory,3,501.92,169,C368,25,Female,Walk-In,60,Cash,4.8,S003,5.08,ST007,Completed,56
T02115,16/9/2025 1:24,P5725,Oppo Case,Case,Oppo,Oppo 12,Accessory,2,329.04,166,C528,55,Male,Walk-In,60,Credit Card,3.8,S001,2.96,ST001,Completed,10
T02116,25/12/2024 0:19,P6138,Vivo 12 Speaker Replacement,Speaker,Vivo,Vivo 12,Repair,1,106,106,C443,37,Female,Walk-In,61,Online Banking,4.6,S002,0,ST001,Completed,25
T02117,12/3/2025 8:53,P5214,Vivo Screen Protector,Screen Protector,Vivo,Vivo 24,Accessory,1,65.26,72,C665,34,Male,Shopee,60,QR Pay,4.1,S002,6.74,ST001,Completed,93
T02118,18/8/2025 0:30,P1509,Samsung Case,Case,Samsung,Samsung 11,Accessory,1,160.86,166,C181,44,Female,Lazada,30,Online Banking,3.4,S003,5.14,ST008,Completed,13
T02119,20/1/2024 21:59,P9900,Oppo Case,Case,Oppo,Oppo 20,Accessory,3,422,141,C649,43,Female,Lazada,30,QR Pay,4.9,S003,1,ST003,Completed,84
T02120,24/9/2023 8:47,P8053,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 13,Accessory,2,45.13,27,C475,18,Female,Walk-In,0,Cash,4.6,S001,8.87,ST003,Completed,49
T02121,22/8/2025 1:41,P5079,Realme 13 Speaker Replacement,Speaker,Realme,Realme 13,Repair,1,239,239,C387,18,Female,Walk-In,68,Online Banking,3.2,S002,0,ST002,Cancelled,67
T02122,24/6/2024 7:16,P4118,Vivo 16 Battery Replacement,Battery,Vivo,Vivo 16,Repair,1,266,266,C593,23,Female,Lazada,42,Online Banking,4.3,S004,0,ST002,Completed,2
T02123,10/10/2023 22:43,P8357,Oppo Power Bank,Power Bank,Oppo,Oppo 23,Accessory,3,396.46,134,C429,49,Male,Lazada,30,Online Banking,3.6,S003,5.54,ST007,Completed,54
T02124,14/9/2025 5:54,P8877,Oppo 16 Motherboard Replacement,Motherboard,Oppo,Oppo 16,Repair,1,134,134,C147,36,Female,Walk-In,127,Credit Card,4.6,S002,0,ST002,Completed,56
T02125,3/11/2024 21:50,P9617,Huawei Charger,Charger,Huawei,Huawei 15,Accessory,1,54.75,58,C178,52,Female,Walk-In,60,Cash,3.6,S003,3.25,ST007,Completed,94
T02126,25/6/2023 23:26,P5006,Huawei Charger,Charger,Huawei,Huawei 19,Accessory,3,577.44,193,C613,36,Male,Shopee,0,Credit Card,3.1,S002,1.56,ST002,Completed,62
T02127,18/2/2024 5:59,P4119,Realme 21 Battery Replacement,Battery,Realme,Realme 21,Repair,1,182,182,C348,49,Male,Walk-In,103,QR Pay,3.1,S003,0,ST007,Completed,57
T02128,16/4/2025 2:47,P3586,Samsung 21 Battery Replacement,Battery,Samsung,Samsung 21,Repair,1,241,241,C397,19,Female,Shopee,166,Credit Card,4.9,S001,0,ST001,Completed,88
T02129,22/3/2023 23:41,P2023,Oppo Charger,Charger,Oppo,Oppo 18,Accessory,3,77.49,29,C628,19,Female,Lazada,60,Cash,3.8,S002,9.51,ST005,Completed,11
T02130,25/7/2024 23:39,P3179,Oppo 14 Motherboard Replacement,Motherboard,Oppo,Oppo 14,Repair,1,189,189,C573,58,Male,Walk-In,114,QR Pay,3.5,S001,0,ST006,Completed,24
T02131,9/6/2025 4:26,P5509,Vivo Charger,Charger,Vivo,Vivo 19,Accessory,3,351.18,119,C995,46,Female,Lazada,60,QR Pay,4.1,S003,5.82,ST009,Refunded,97
T02132,29/4/2024 6:27,P6379,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 25,Accessory,3,364.7,123,C924,38,Male,Walk-In,60,QR Pay,4.3,S001,4.3,ST006,Completed,40
T02133,8/11/2022 7:22,P7606,Apple 17 Screen Replacement,Screen,Apple,Apple 17,Repair,1,399,399,C564,50,Male,Walk-In,166,Online Banking,4.1,S002,0,ST005,Completed,90
T02134,19/10/2023 23:11,P3622,Vivo Case,Case,Vivo,Vivo 21,Accessory,1,139.78,145,C769,18,Male,Walk-In,60,Cash,4.6,S002,5.22,ST005,Completed,21
T02135,26/5/2023 8:27,P3597,Vivo Headphones,Headphones,Vivo,Vivo 18,Accessory,1,130.99,134,C707,35,Male,Walk-In,60,QR Pay,3.4,S002,3.01,ST004,Completed,7
T02136,9/10/2024 23:05,P8473,Xiaomi Charger,Charger,Xiaomi,Xiaomi 16,Accessory,2,151.15,79,C180,37,Male,Shopee,30,Online Banking,4.2,S002,6.85,ST008,Completed,55
T02137,12/10/2023 1:59,P4289,Huawei 21 Camera Replacement,Camera,Huawei,Huawei 21,Repair,1,145,145,C647,52,Male,Walk-In,169,QR Pay,3.3,S002,0,ST010,Completed,75
T02138,17/3/2024 3:26,P8423,Apple Screen Protector,Screen Protector,Apple,Apple 23,Accessory,1,152.62,157,C563,43,Female,Shopee,0,Cash,3.9,S004,4.38,ST010,Completed,88
T02139,29/12/2022 6:45,P2243,Realme Cable,Cable,Realme,Realme 12,Accessory,1,83.6,85,C529,19,Male,Shopee,60,Credit Card,3.1,S004,1.4,ST001,Completed,31
T02140,31/12/2023 5:08,P4255,Huawei Case,Case,Huawei,Huawei 24,Accessory,3,592.97,200,C703,20,Female,Lazada,30,Online Banking,5,S001,7.03,ST008,Completed,10
T02141,29/8/2024 6:06,P5218,Vivo Charger,Charger,Vivo,Vivo 12,Accessory,2,72.06,39,C943,29,Female,Walk-In,0,Online Banking,4.6,S001,5.94,ST007,Completed,99
T02142,11/10/2025 2:00,P7589,Samsung 14 Camera Replacement,Camera,Samsung,Samsung 14,Repair,1,395,395,C910,30,Male,Shopee,45,Cash,4.8,S004,0,ST008,Refunded,34
T02143,30/8/2024 9:34,P3413,Samsung Power Bank,Power Bank,Samsung,Samsung 18,Accessory,2,367.58,186,C897,38,Female,Walk-In,0,Credit Card,3.7,S004,4.42,ST010,Completed,97
T02144,3/4/2025 0:58,P3441,Vivo Charger,Charger,Vivo,Vivo 16,Accessory,2,339.69,174,C945,23,Male,Shopee,0,Cash,4.9,S002,8.31,ST001,Completed,27
T02145,1/8/2025 7:23,P4846,Realme 16 Screen Replacement,Screen,Realme,Realme 16,Repair,1,250,250,C302,19,Male,Shopee,116,Cash,3.8,S003,0,ST003,Completed,98
T02146,18/7/2024 2:59,P3233,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 22,Accessory,3,536.65,181,C687,50,Female,Lazada,0,QR Pay,4.5,S001,6.35,ST006,Completed,36
T02147,17/6/2023 5:34,P4318,Xiaomi 23 Speaker Replacement,Speaker,Xiaomi,Xiaomi 23,Repair,1,194,194,C971,40,Male,Lazada,166,QR Pay,3.2,S002,0,ST006,Completed,77
T02148,31/3/2023 4:30,P8299,Apple Cable,Cable,Apple,Apple 21,Accessory,3,444.45,149,C708,55,Male,Shopee,60,Online Banking,5,S004,2.55,ST005,Completed,5
T02149,27/3/2025 23:36,P6300,Oppo 24 Battery Replacement,Battery,Oppo,Oppo 24,Repair,1,105,105,C275,20,Male,Shopee,66,QR Pay,3.1,S003,0,ST008,Refunded,16
T02150,29/12/2024 5:56,P6254,Xiaomi Charger,Charger,Xiaomi,Xiaomi 22,Accessory,2,206.95,106,C343,44,Male,Walk-In,0,QR Pay,4.7,S002,5.05,ST003,Completed,36
T02151,4/11/2023 10:08,P5898,Vivo Charger,Charger,Vivo,Vivo 14,Accessory,3,158.56,54,C792,27,Female,Shopee,60,QR Pay,4.4,S003,3.44,ST007,Completed,18
T02152,20/9/2024 1:10,P7780,Oppo Power Bank,Power Bank,Oppo,Oppo 13,Accessory,2,143.06,73,C493,60,Male,Lazada,30,Credit Card,4.8,S003,2.94,ST005,Completed,25
T02153,11/7/2023 7:48,P6564,Realme Power Bank,Power Bank,Realme,Realme 17,Accessory,2,154.82,82,C295,24,Male,Lazada,60,Online Banking,3.3,S003,9.18,ST003,Completed,4
T02154,21/10/2024 7:33,P4178,Xiaomi Case,Case,Xiaomi,Xiaomi 20,Accessory,1,119.07,120,C928,32,Male,Shopee,30,Cash,3.5,S003,0.93,ST008,Completed,46
T02155,28/1/2025 3:23,P8380,Huawei 22 Charging Port Replacement,Charging Port,Huawei,Huawei 22,Repair,1,292,292,C713,25,Female,Walk-In,116,Cash,4.7,S004,0,ST002,Completed,88
T02156,13/2/2023 21:57,P6879,Huawei 17 Battery Replacement,Battery,Huawei,Huawei 17,Repair,1,369,369,C786,30,Female,Walk-In,57,QR Pay,4.8,S004,0,ST010,Completed,44
T02157,27/6/2025 9:56,P2083,Xiaomi 15 Speaker Replacement,Speaker,Xiaomi,Xiaomi 15,Repair,1,236,236,C793,45,Female,Lazada,160,QR Pay,3.2,S003,0,ST010,Completed,4
T02158,1/2/2024 21:51,P2436,Samsung 12 Speaker Replacement,Speaker,Samsung,Samsung 12,Repair,1,82,82,C129,40,Male,Lazada,133,Credit Card,3.6,S001,0,ST004,Completed,2
T02159,3/2/2023 23:35,P5299,Samsung 13 Camera Replacement,Camera,Samsung,Samsung 13,Repair,1,115,115,C694,48,Female,Walk-In,116,QR Pay,3.4,S002,0,ST009,Completed,93
T02160,11/8/2024 1:26,P9024,Oppo 14 Battery Replacement,Battery,Oppo,Oppo 14,Repair,1,234,234,C211,22,Male,Walk-In,158,QR Pay,3.2,S004,0,ST005,Completed,57
T02161,13/3/2025 0:40,P4861,Oppo Case,Case,Oppo,Oppo 12,Accessory,3,317.25,109,C566,19,Male,Shopee,60,Credit Card,3.9,S003,9.75,ST002,Completed,65
T02162,10/1/2025 22:21,P2815,Oppo Case,Case,Oppo,Oppo 21,Accessory,3,230.86,78,C961,43,Female,Shopee,60,Credit Card,3.4,S004,3.14,ST004,Completed,95
T02163,2/7/2025 0:35,P7850,Realme 25 Motherboard Replacement,Motherboard,Realme,Realme 25,Repair,1,127,127,C483,43,Female,Walk-In,105,Credit Card,3.6,S001,0,ST010,Completed,83
T02164,19/5/2023 22:04,P8449,Vivo Power Bank,Power Bank,Vivo,Vivo 15,Accessory,2,270.78,139,C727,52,Female,Lazada,60,Credit Card,4.4,S004,7.22,ST010,Completed,98
T02165,6/1/2025 23:18,P4373,Xiaomi 16 Speaker Replacement,Speaker,Xiaomi,Xiaomi 16,Repair,1,296,296,C739,28,Female,Shopee,145,Cash,4.2,S001,0,ST009,Completed,37
T02166,14/12/2024 4:14,P3969,Oppo 23 Screen Replacement,Screen,Oppo,Oppo 23,Repair,1,252,252,C838,19,Male,Lazada,106,Credit Card,3.8,S004,0,ST001,Cancelled,31
T02167,20/2/2023 5:13,P1167,Realme Charger,Charger,Realme,Realme 13,Accessory,2,237.6,120,C411,28,Male,Lazada,30,Cash,3.9,S002,2.4,ST008,Refunded,59
T02168,2/6/2025 2:16,P6148,Vivo 24 Charging Port Replacement,Charging Port,Vivo,Vivo 24,Repair,1,84,84,C771,32,Female,Lazada,49,QR Pay,4.9,S002,0,ST002,Completed,31
T02169,15/8/2024 8:32,P6914,Realme 12 Camera Replacement,Camera,Realme,Realme 12,Repair,1,226,226,C451,32,Male,Lazada,108,Credit Card,4.9,S001,0,ST005,Completed,37
T02170,15/9/2024 5:02,P8079,Vivo 25 Camera Replacement,Camera,Vivo,Vivo 25,Repair,1,352,352,C388,33,Female,Shopee,51,Credit Card,4.9,S003,0,ST009,Refunded,37
T02171,10/9/2024 0:46,P2189,Realme 25 Speaker Replacement,Speaker,Realme,Realme 25,Repair,1,356,356,C996,54,Male,Shopee,30,Online Banking,4.1,S002,0,ST002,Completed,60
T02172,24/9/2023 6:09,P8472,Oppo Case,Case,Oppo,Oppo 16,Accessory,2,216.64,112,C229,22,Female,Shopee,0,Credit Card,3.7,S001,7.36,ST002,Cancelled,25
T02173,13/10/2025 7:33,P2826,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 18,Accessory,1,84.21,90,C420,25,Female,Shopee,60,Credit Card,3.2,S002,5.79,ST006,Completed,13
T02174,17/5/2023 0:33,P9932,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 11,Accessory,3,264.97,90,C641,18,Female,Lazada,30,QR Pay,3.7,S001,5.03,ST001,Completed,22
T02175,14/6/2023 23:35,P7209,Oppo 25 Speaker Replacement,Speaker,Oppo,Oppo 25,Repair,1,124,124,C317,51,Female,Lazada,156,Cash,4.4,S001,0,ST008,Completed,53
T02176,30/10/2023 2:05,P7522,Huawei Charger,Charger,Huawei,Huawei 18,Accessory,2,368.62,185,C548,55,Female,Walk-In,0,QR Pay,4.1,S002,1.38,ST007,Completed,72
T02177,21/7/2024 9:06,P4337,Oppo Headphones,Headphones,Oppo,Oppo 11,Accessory,3,245.22,84,C943,59,Male,Lazada,0,Credit Card,3.4,S004,6.78,ST010,Completed,62
T02178,13/5/2025 1:32,P7771,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 12,Accessory,2,377.26,190,C163,48,Male,Walk-In,30,Cash,3.8,S001,2.74,ST008,Completed,68
T02179,14/9/2023 9:53,P6323,Samsung 19 Charging Port Replacement,Charging Port,Samsung,Samsung 19,Repair,1,287,287,C219,45,Female,Walk-In,57,QR Pay,3.6,S004,0,ST010,Completed,30
T02180,7/10/2024 9:39,P6489,Oppo Power Bank,Power Bank,Oppo,Oppo 12,Accessory,2,156.73,83,C495,53,Male,Lazada,0,Credit Card,4.4,S001,9.27,ST005,Cancelled,100
T02181,23/4/2024 0:22,P8000,Xiaomi 25 Screen Replacement,Screen,Xiaomi,Xiaomi 25,Repair,1,328,328,C651,51,Male,Walk-In,176,QR Pay,3.2,S002,0,ST008,Completed,48
T02182,2/10/2024 22:34,P8918,Vivo Headphones,Headphones,Vivo,Vivo 23,Accessory,3,118.34,42,C485,50,Male,Shopee,30,QR Pay,4.3,S004,7.66,ST009,Completed,42
T02183,2/8/2024 6:14,P7495,Oppo 13 Camera Replacement,Camera,Oppo,Oppo 13,Repair,1,117,117,C402,35,Female,Shopee,70,Credit Card,4.6,S002,0,ST005,Completed,37
T02184,6/5/2023 21:55,P3964,Apple 24 Charging Port Replacement,Charging Port,Apple,Apple 24,Repair,1,316,316,C667,32,Male,Walk-In,136,Cash,4.1,S002,0,ST002,Completed,26
T02185,28/7/2024 3:21,P2323,Oppo 11 Battery Replacement,Battery,Oppo,Oppo 11,Repair,1,334,334,C644,34,Female,Walk-In,160,Credit Card,3.5,S004,0,ST009,Completed,69
T02186,27/5/2023 7:16,P6007,Apple Case,Case,Apple,Apple 16,Accessory,2,112.94,59,C310,32,Male,Walk-In,60,QR Pay,3.9,S003,5.06,ST003,Completed,96
T02187,18/11/2022 6:11,P3114,Huawei 10 Speaker Replacement,Speaker,Huawei,Huawei 10,Repair,1,216,216,C369,56,Male,Walk-In,108,Online Banking,4.9,S004,0,ST007,Completed,28
T02188,23/10/2025 3:37,P5624,Apple Charger,Charger,Apple,Apple 21,Accessory,1,99.21,106,C661,21,Female,Lazada,30,Cash,4.3,S003,6.79,ST007,Refunded,95
